date,headline,description,sentiment
2024-04-18 09:44:52,greek economy surges after decade of pain,"Greek economy surges after decade of pain
Posted 2024-04-18, CyprusMail Headlines photo
A decade ago, Greece was in the throes of a devastating debt crisis marked by years of austerity, hardship and unrest. Now, officials and investors say 2024 could be the year its rebound is finally complete.  The Greek economy is forecast to grow nearly 3 per cent this year, approaching its pre-crisis size of 2009 and... read full story
Ask about this article",0.44269744
2024-04-18 09:22:04,california retains title as world’s 5th largest economy,"According to a new report by the International Monetary Fund (IMF) this week,
California remains the world’s 5th largest economy, leading sixth place India
and falling under fourth-place Japan.

The 2024 World Economic Growth Projects Report found that the United States, in
terms of Nominal GDP, was at $27.36 trillion in 2023, up from $25.7 trillion in
2022. The next closest economy, China, stood at only $17.66 trillion in 2023,
followed by Germany with $4.4 trillion and Japan with $4.2 trillion.

When broken down by individual states, California still had by far the largest
individual economy. Coming in 5th place once again, California had a $3.86
trillion economy in 2023, up from $3.64 trillion in 2022. According to the U.S.
Bureau of Economic Analysis, the state had an overall 6.1% growth rate. The next
highest state, Texas, had a $2.56 trillion economy in 2023, coming at a slower
growth rate than California as they had been at $2.4 trillion in 2022. The third
highest state was New York, with $2.15 trillion in 2023.

2024 IMF Chart (Photo: gov.ca.gov)While many factors played against California
in recent years, such as recovery from the pandemic, many companies moving out
of state, state population losses, and massive tech job losses in the Bay Area,
the state has shown to rebound economically in recent years. A high population
mixed with many pandemic-resistant industries and many growth areas led the
state to continue to grow.

“California continues to punch above its weight, overperforming all but a
handful of the largest countries in the world,” said Governor Newsom of the
report on Wednesday. “And with our unparalleled combination of innovation,
higher education, a talented workforce, diverse industries, and unparalleled
natural resources, we will continue to do so well into the future.”

While many experts agreed that those were factors contributing to California’s
high marks, they noted that the number of overall opportunities were still
strong despite Government overview.

“Businesses in California have felt squeezed for quite some time, especially
with high taxation and more and more regulations,” explained economist Mia
Malone to the Globe on Wednesday. “But it has proved resilient to that too.
There are so many people here, so many different industries and pretty much a
bit of everything. Businesses can still succeed and grow here. Is it harder?
Yes, and some do leave. But look at all the tech firms in Silicon Valley, all
the media companies in LA, all the large warehouse and freight companies in the
Inland Empire. There’s new construction, agriculture, mining, tourism. This is
why California succeeds even with all the drawbacks. There is just so much to
build on.

“If the government reigned back a bit, the economy here would truly expand. I
mean, they are fifth in the world right now. They have a bigger economy than
India, and they have the most people in the world. That’s how productive
California is. That is how much they contribute. California is $3.86 trillion of
the U.S. $27.3 trillion economy. Very roughly, that’s 14%. That is how much of
an advantage California is at. It’s really a lot.”

More studies on California’s economic situation are due out soon.",0.7619312
2024-04-18 10:21:34,uk financial sector seeks stronger accountability of regulators,"A new sector-wide body could help ensure that Britain's financial regulators fully comply with their new remit of aiding international competitiveness when writing rules, an industry lobby group ...",0.69290835
2024-04-18 10:51:38,business 101: what smes need to participate in the green economy,"Earth Day marks a time for reflection and decisive action concerning conserving the environment, with 2024 initiatives aimed at reducing the usage of plastics. The first Earth Day was commemorated on April 22, 1970, as a way of raising awareness around the importance of environmental conservation. Since that... read full story ”supply South Africa, and the world, with unique and sustainable footwear that appeals to a diverse audience”",0.5101847
2024-04-18 10:53:47,g7 finance chiefs say excessive forex moves bad for global economy,"Finance chiefs from the Group of Seven countries on Wednesday reaffirmed their view that excessive movements in foreign exchange rates can have adverse effects on economic stability. A joint statement released after their meeting in Washington also said they will ”ensure close coordination of any future measure to... read full story ”ensure close coordination of any future measure to diminish Iran’s ability to acquire, produce, or transfer weapons to support its destabilizing regional activities.”",0.21085572
2024-04-18 06:47:00,german economy minister makes unexpected visit to kyiv," German Vice Chancellor and Economy Minister Robert Habeck unexpectedly arrived in Kyiv Thursday to discuss post-war reconstruction and show support after Russian attacks on key Ukrainian infrastructure. 
”This visit comes at a time when Ukraine needs all the support it can get in its fight for freedom,” Habeck told reporters in the Ukrainian capital. 
”And it is a fight for freedom, that’s the important thing that the world, Europe and Germany mustn’t forget,” he said, adding that Ukraine was ”fighting for the values that define Europe”. 
The trip comes after Germany at the weekend announced it was sending an additional Patriot air defence system to Ukraine after pleas from Kyiv for its Western backer to urgently help foil Russian attacks. 
Ukraine has said it is running out of weaponry to shoot down Russian missiles and drones as Moscow ramps up attacks on energy infrastructure. 
German Chancellor Olaf Scholz on Wednesday urged fellow EU leaders to urgently follow Berlin’s lead and send more air defence systems to Ukraine. 
Habeck, who was accompanied by a business delegation on the trip, will hold talks with President Volodymyr Zelensky. 
He will also meet with Ukrainian officials to discuss emergency aid and business ties as well as preparations for the annual Ukraine Recovery Conference to be held in Berlin in June, the German economy ministry said in a statement. 
”Comprehensive support for Ukraine also includes support for a resilient energy supply and reconstruction. Private sector investment is crucial for this to succeed,” Habeck was quoted as saying in the statement. 
The World Bank has estimated the total cost of reconstruction facing Ukraine more than two years since the start of the war is at least $486 billion. 
bur-mfp/ach",0.63489217
2024-04-18 02:02:41,"shiba inu’s staking platform, k9 finance, passes 4 key proposals for future growth","K9 Finance, the official liquid staking partner for the Shibarium blockchain, has announced the successful approval of 4 strategic governance proposals aimed at fostering growth and sustainability within the Shiba Inu ecosystem. This outcome was achieved through a decentralized voting process involving the holders of... read full story ”BONE is only about 8-9% and it’s all on Ethereum. K9 Finance will help us get to industry standard levels .”",0.75034994
2024-04-18 09:47:40,definitive uk asset finance industry financial benchmarking report and database 2024," ResearchAndMarkets.com is the world’s leading source for international market research reports and market data. We provide you with the latest data on international and regional markets, key industries, the top companies, new products and the latest trends.",0.061554443
2024-04-18 12:06:43,cibc named global leader in investment banking and sustainable bonds by global finance,"CIBC named global leader in Investment Banking and Sustainable Bonds by Global Finance
Read full article
April 18, 2024 at 2:00 p.m.
·5 min read
More content below
CM
TORONTO, April 18, 2024 /CNW/ - CIBC has been recognized by Global Finance for the second consecutive year as the Best Investment Bank in Canada and for its leadership in environmental and social sustainability financing at the Global Finance World’s Best Investment Bank and Sustainable Finance Awards for 2024, including:
Best Investment Bank in Canada
Best Bank for Green Bonds, Global
Best Bank for Sustainable Bonds, Global
Best Bank for Sustainable Infrastructure Finance, North America
Best Bank for Sustainable Project Finance, North America
Best Bank for Transition/Sustainably-Linked Loans, North America
”This recognition highlights CIBC’s longstanding leadership in supporting our clients and enabling a more sustainable future,” said Susan Rimmer, Managing Director and Head, Global Corporate and Investment Banking, CIBC. ”These awards demonstrate our continued commitment to helping our clients achieve their ambitions while accelerating transition.”
This recognition follows CIBC’s 2023 award from Global Finance  for Best Investment Bank in Canada and for Outstanding Leadership in Sustainable Infrastructure Finance. In addition,  CIBC ranked #1 for Sustainability Linked Loans(1), #2 Sustainability or Green Structuring Agent for Canadian green and sustainability loans(2), and received the 2023 Financial Adviser (Americas) Award by Infrastructure Journal Global for its leading financial advisory expertise through transactions across the energy transition space.
ADVERTISEMENT
CIBC’s commitments towards sustainability include:
We mobilized $44.4 billion(3) in sustainable finance activities in fiscal year 2023, achieving a cumulative 52.4% (or $157.3 billion) over the past five years toward our $300 billion goal by 2030(4).
Continued focus on developing market solutions with partners, expanding sustainable finance solutions for our clients such as the pilot  Sustainable Finance Guarantee Program with Export Development Canada , aimed at helping with lending activities that contribute to decarbonizing the economy and can provide up to $1 billion in financing.
Committed to providing $100 million in limited partnership investments in climate technology and energy transition funds, partnering with six funds that provide growth capital to emerging climate and energy transition technology companies to help the global community transition to the net-zero carbon economy.
Continuation of multi-year partnerships with the University of Calgary, the Schulich School of Business, and McGill University to help foster the energy transition ecosystem and develop a new generation of leaders.
Finalized the commercialization of Carbonplace, a technology platform for the voluntary carbon market founded by nine global banks, appointing its first Chief Executive Officer and transitioned to an independent entity.
Story continues
The Global Finance Awards recognize leadership in environmental and social sustainability financing, and highlights leading institutions’ expertise, advisory and innovation for capital markets clients. Activities in 2023 were considered for both awards.
About CIBC
CIBC is a leading North American financial institution with 13 million personal banking, business, public sector and institutional clients. Across Personal and Small Business Banking, Commercial Banking and Wealth Management, and Capital Markets businesses, CIBC offers a full range of advice, solutions and services through its leading digital banking network, and locations across Canada, in the United States and around the world. Ongoing news releases and more information about CIBC can be found at https://www.cibc.com/en/about-cibc/media-centre.html .
_____________________________________________
(1) FY2023 : Bloomberg Global Sustainability-Linked Loans Bookrunner league tables as at Jan 30, 2024.
(2) LSEG LPC 2023 Americas Sustainability & Green Structuring Agent League tables.
(3) The methodology applied to our 2023 progress details how we account for our share of each transaction depending on business product. In the event that multiple products or services are provided to the same client or for the same eligible activity, the value of each product or service is counted towards the sustainable finance commitment, which encourages the active participation of multiple business units at CIBC in supporting our sustainable finance goal. When appropriate, we utilize a modified third-party league table methodology to attribute CIBC’s share of the transaction depending upon CIBC’s role, which for syndicated loans, M&A advisory, and debt and equity underwritings, in which we act as a lead or co-lead, could result in amounts being counted not directly financed or facilitated by CIBC. For transactions involving foreign exchange conversion, we have applied a fixed internal advised rate. The methodology applied to our 2023 and cumulative progress was established in 2018 and subsequently updated in 2021, 2022, and 2023 to reflect changing market practices and industry guidelines. In March 2024, we published our updated 2024 Sustainable Finance Methodology, which is effective prospectively for eligible transactions that close on or after November 1, 2023. CIBC intends to regularly update our methodology as market practices, industry guidelines, frameworks, standards, and regulations continue to evolve.
(4) Sustainable financing largely relates to various CIBC products and services that support client activities such as renewable and emission-free energy, energy efficiency, sustainable infrastructure or technology, sustainable real estate, affordable housing and basic infrastructure; as well as sustainability-linked and green financial products. Sustainability-linked financial products are designed to incentivize the client to achieve pre-determined ESG targets with pricing implications (for example, linkages to interest charged or credited). Our sustainability-linked financial products are aligned to relevant guidelines, principles, and frameworks such as the Asia Pacific Loan Market Association, Loan Market Association, Loan Syndications, and Trading Association Sustainability-Linked Loan Principles or International Capital Markets Association Sustainability-Linked Bond Principles. The products and services offered by CIBC included in our sustainable finance commitment include loans and loan syndications, debt and equity underwritings, M&A advisory, and principal investments. Loans and investments that enable affordable housing activities also meet our obligations under the U.S. Community Reinvestment Act. In 2023, our methodology was updated prospectively to include transactions relating to securitization. We did not restate our cumulative performance from 2018 to 2022.
 
TRENDING
1.",0.85535973
2024-04-18 11:52:46,german finance minister calls for structural reforms amid poor economic growth,"(MENAFN) German Finance Minister Christian Lindner stressed the urgent need for structural reforms in Germany, expressing disappointment at the sluggish growth of the country’s economy, the largest ... ...... read full story ",0.018695727
2024-04-18 12:07:15,"s.africa contingency reserves won’t be spent on eskom, transnet, finance minister says"," By Karin Strohecker 
WASHINGTON, April 18 (Reuters) - South Africa will use future drawdowns of its Gold and Foreign Exchange Contingency Reserve Account to curb its debt burden, Finance Minister Enoch Godongwana said, adding he was pondering tax hikes and expenditure cuts in the next post-election budget. 
Africa’s most industrialised nation is grappling with an ailing economy and high debt ahead of a general election on May 29 that could see the governing African National Congress party lose its parliamentary majority for the first time since the end of apartheid 30 years ago. 
Earlier this year, the government announced a change to the framework governing the so-called GFECRA account that captures gains and losses to foreign currency reserve transactions, allowing for a drawdown of 150 billion rand ($8 billion) over the next three years. 
”Eskom is out, or Transnet,” Godongwana told Reuters on the sidelines of the International Monetary Fund and World Bank meeting, ruling out financial support from the account for the country’s ailing state-energy firms. 
”Debt service costs now have emerged the highest expenditure item - therefore that is a red flag.” 
Other measures were also on the horizon a bit further out. The country’s next 2025/2026 budget - scheduled for February next year - could also see more pronounced adjustments than the last one, the minister said. 
”If you want to do a fiscal consolidation you must do it far away from the election, and the timing for us is the budget that we will table on the 19th February 2025,” said Godongwana, when asked about the absence of significant expenditure reductions in the recent budget. 
The next budget, nearly a year down the line, must send a signal and timeline by which fiscal consolidation would be concluded, the minister added. 
”Now that is going to require maybe well that we cut expenditure and maybe well that we tweak some taxes - it could be a combination of both,” he said. 
Another push the government would focus on in the months to come was consolidating the plethora of social spending measures and grants, said Godongwana. 
Prospects for economic growth, currently forecast at 1.6% for 2024, could face headwinds if loadshedding were to intensify or Middle East tension to escalate. 
”I factor in that there is a possibility of downside risks.” 
However, the recent droughts that have wreaked havoc across much of Sub-Saharan Africa, including South Africa itself, would have no impact on food inflation, at least for now, he said. 
($1 = 18.9824 rand) (Reporting by Karin Strohecker; Editing by Toby Chopra)",0.0498112
2024-04-18 12:11:00,the halvening heralds a new blockchain economy for miners," ZUG, Switzerland, April 18, 2024 /PRNewswire/ -- With the fourth block reward halving around the corner for BTC and BSV, there will be increased focus from miners regarding the scaling potential of blockchain technology, with a focus on revenue, cost efficiencies, and sustainability. 
While BTC faces challenges around block size limits, wallet / exchange congestion, and reduced block rewards, BSV is rolling out a future-proof strategy, dedicated to meeting industry demands, via nano transaction fees, big blocks, and unbounded scale. 
The BSV Association’s R&D team recently announced its ground-breaking protocol update, Teranode, features greater network efficiency and speed, pushing transaction volume to 1,100,000 per second / 86,000,000,000 transactions in 24 hours. This demonstrates BSV’s commitment to delivering a scalable blockchain with faster, inexpensive, and secure transactions. 
By shifting the focus from block rewards to transaction fees as the primary incentive for miners, BSV offers a sustainable revenue stream without imposing high costs and data caps. 
Industry experts such as Siggi Óskarsson, Teranode Director at BSV Association, and Kurt Wuckert Jr., Co-Founder of the mining company Gorilla Pool, believe that BSV Teranode’s unbounded scaling potential can transform today’s blockchain economy and digital futures. 
The Blockchain Index from the BSV Association highlights the differences between scalability, transaction fees, block size, eco-friendliness, security, and stability across leading blockchain platforms (BSV, BTC, ETH, and SLN). 
Key Blockchain Index highlights: 
Please let us know if you require further information or wish to speak to one of our experts; we would be happy to arrange this for you. 
About BSV Blockchain: 
One Blockchain for Everyone. 
The BSV Association leads the BSV blockchain for Enterprise and Blockchain for Government initiatives. This Switzerland-based global non-profit industry organisation supports the use of the BSV blockchain. 
The BSV Association oversees the creation of technical standards and educates enterprises, government agencies, start-up ventures, developers, and users on creating a global blockchain ecosystem. The original Bitcoin protocol and it’s scripting language provide powerful technical capabilities that BSV has restored. 
Photo: https://mma.prnewswire.com/media/2391077/Blockchain_Index_April_2024.jpg 
SOURCE BSV Blockchain",0.4740179
2024-04-18 12:34:47,composecure cfo honored with njbiz leaders in finance award,"CompoSecure CFO Honored with NJBIZ Leaders in Finance Award
Leer todo el artículo
Inténtalo de nuevo más tarde.
Más contenido a continuación
Inténtalo de nuevo más tarde.
Más contenido a continuación
18 de abril de 2024, 7:30 a. m.
·2  min de lectura
Inténtalo de nuevo más tarde.
Más contenido a continuación
Inténtalo de nuevo más tarde.
Más contenido a continuación
CompoSecure, Inc.
Tim Fitzsimmons honored for his outstanding contribution to finance and community in New Jersey
SOMERSET, N.J., April 18, 2024 (GLOBE NEWSWIRE) -- CompoSecure, Inc. (Nasdaq: CMPO), a leader in metal payment cards, security, and authentication solutions, today announced Chief Financial Officer Tim Fitzsimmons has been named as an honoree in the prestigious NJBIZ Leaders in Finance awards for 2024. The award ceremony took place today at The DoubleTree by Hilton Somerset, where industry peers celebrated the achievements of these leaders.
“Tim’s recognition as a leader in finance reflects his significant contributions to the financial sector, his impact on the community, and his integral role in our company’s growth,” said Jon Wilk, CEO of CompoSecure. “His expertise and financial acumen have been pivotal in CompoSecure’s transformation and sustained success.”
PUBLICIDAD
Tim brings over 35 years of experience to CompoSecure. He has been crucial in transitioning the company into a publicly traded entity, driving its expansion and record growth. His tenure at CompoSecure is marked by his exceptional leadership in finance, significantly contributing to the company’s evolution as a leader in metal payment card technology and its global market presence. Tim is actively involved with Roots & Wings, a local New Jersey nonprofit that supports youth aging out of foster care. Additionally, he collaborates with the Franklin Township Police for their night-out events, fostering a positive relationship between the police and the community.
The NJBIZ Leaders in Finance program acknowledges the exceptional achievements of New Jersey’s financial leaders across the banking, corporate, investment, and blockchain sectors. Honorees are selected by an independent panel of judges with vast experience in finance, focusing on their industry involvement, community engagement, and professional accomplishments.
About CompoSecure
Founded in 2000, CompoSecure (Nasdaq: CMPO) is a technology partner to market leaders, fintechs and consumers enabling trust for millions of people around the globe. The company combines elegance, simplicity and security to deliver exceptional experiences and peace of mind in the physical and digital world. CompoSecure’s innovative payment card technology and metal cards with Arculus security and authentication capabilities deliver unique, premium branded experiences, enable people to access and use their financial and digital assets, and ensure trust at the point of a transaction. For more information, please visit www.CompoSecure.com and www.GetArculus.com .
Continuar leyendo la historia
La Academia Latina de la Grabación anunció oficialmente que la sede de este 2024 remontará a estos galardones a sus orígenes; el año pasado la cita fue en España
hace 4 minutos
Hispanic PR Wire
Lowe’s se asocia con Lionel Messi, el Inter Miami CF y la CONMEBOL Copa América 2024 USA™ para conquistar a los fanáticos del fútbol
Para ganarse los corazones de los consumidores que comparten un amor por el fútbol, Lowe’s se asocia con el mejor jugador de fútbol del mundo, Lionel Messi, el Inter Miami CF de la Major League Soccer y el próximo torneo de la CONMEBOL Copa América 2024 USA™.
hace 6 minutos
’Newsweek’ habló con expertos para descubrir el secreto para dormir bien por la noche. Lauri Leadley, educadora clínica del sueño, fundadora y presidenta de ’Valley Sleep Center’, sugiere evitar comidas pesadas y ricas en proteínas antes de acostarse.
hace 6 minutos
People EN ESPAÑOL
El ya exhabitante de La casa de los famosos compartió un conmovedor video en el que habla a corazón abierto y entre lágrimas sobre su experiencia en el exitoso reality show
hace 10 minutos
”Qué lindo ver esto en momentos que a los que más les di tanto tratan de destrozarlo todo”, expresó el galán cubano
hace 12 minutos
iProfesional
VIDEO | Insólito: una mujer llevó a su tío muerto a un banco para intentar cobrar un préstamo
hace 13 minutos
Triste e inesperado desenlace para el deportista. ”Era un gran hombre y mejor compañero”.
hace 13 minutos
People EN ESPAÑOL
Lee aquí el comunicado que enviaron este miércoles el equipo y la familia del concursante del exitoso reality show de Telemundo
hace 14 minutos
People EN ESPAÑOL
¿Qué dijo el hermano de Samadhi? Mira, mira...
hace 15 minutos
Emiratos Árabes Unidos y Costa Rica firman un acuerdo comercial, dice presidente de EAU
DUBÁI, 18 abr (Reuters) - Los Emiratos Árabes Unidos y Costa Rica firmaron un acuerdo que contribuirá a mejorar los lazos bilaterales en materia de comercio e inversión, declaró el jueves el presidente de los EAU, jeque Mohammed bin Zayed Al Nahyan. Los países de Oriente Medio y Centroamérica han firmado un Acuerdo Integral de Asociación Económica (CEPA), dijo el presidente en una publicación en la plataforma de redes sociales X.
hace 18 minutos
Revolución Fintech: cómo la Generación Z transforma nuestra relación con el dinero
hace 19 minutos
El reportaje del venezolano Alejandro Cegarra, proyecto del año por World Press Photo
Ámsterdam, 18 abr (EFE).- El fotoperiodista venezolano Alejandro Cegarra ha sido galardonado este jueves por el World Press Photo al mejor Proyecto a Largo Plazo del año a nivel global por un trabajo que documenta la vulnerabilidad de las comunidades migrantes que recurren a trenes de carga para llegar a la frontera estadounidense.
hace 21 minutos
Morgan Stanley dice que el estatus del dólar como moneda de reserva dominante será duradero
LONDRES, 18 abr (Reuters) - El dólar es la moneda de reserva dominante y es probable que su estatus perdure en parte porque incluso la alternativa más comentada, el yuan, no es un rival creíble, dijo Morgan Stanley en un informe el jueves. La rivalidad con China, la guerra de Rusia en Ucrania, las disputas en Washington sobre el techo de deuda de Estados Unidos y el aumento de los niveles de deuda han puesto el estatus del dólar como moneda dominante del mundo bajo escrutinio en los últimos años
hace 21 minutos
Una ley de Colorado protege los datos cerebrales captados por dispositivos
El estado de Colorado, centro de Estados Unidos, amplió el miércoles su ley de privacidad para incluir los datos cerebrales recopilados por la creciente variedad de dispositivos que registran información sobre el sueño, estado físico, estilo de vida y deportes de los usuarios.El proyecto de ley promulgado por el gobernador de Colorado amplía una ley de privacidad de 2021 para incluir la protección de datos neuronales, definidos como la ”medida de la actividad del sistema central o nervioso de un
hace 23 minutos
Taylor Swift lanza el viernes ’The Tortured Poets Department’, su disco más ”necesario”
Los Ángeles (EE.UU.), 18 abr (EFE).- Taylor Swift lanzará en el primer minuto de este viernes ’The Tortured Poets Department’, su undécimo disco de estudio, en el que estuvo enfocada durante dos años y del que ha asegurado que es su álbum ”más necesario”.
hace 24 minutos
Dos detenidos en Alemania acusados de espiar para Rusia
Las autoridades alemanas anunciaron el jueves la detención de dos presuntos espías rusos, sospechosos de haber querido cometer actos de sabotaje, incluso contra el ejército estadounidense, para apoyar al ”régimen criminal de Putin” en su guerra contra Ucrania. Según los fiscales, Dieter S., había estado intercambiando información con una persona vinculada a los servicios de inteligencia rusos desde octubre de 2023, evocando posibles actos de sabotaje. 
hace 25 minutos
”No balazos” o mano dura: las presidenciables mexicanas frente a la criminalidad
Con tasas de homicidio obstinadamente elevadas y delitos en alza como la extorsión, México encara una elección presidencial donde las propuestas de las candidatas favoritas contra la criminalidad lucen insuficientes, advierten expertos.En Baja California, estado al que pertenece Tijuana, la tasa de homicidios triplica la media nacional (76,7).
hace 25 minutos
Martín Menem sortea su sueldo de enero: ¿cuánto cobra un Diputado Nacional?
hace 26 minutos
LA NACION
La licenciada en Artes, quien superó la marca del programa que conduce Guido Kaczka, ya acumuló $24.000.000; el miércoles, sin embargo, quedó fuera del ciclo
hace 26 minutos
Reuters
El Ministerio de Comercio chino expresa su oposición a que EEUU eleve los aranceles al acero chino
PEKÍN, 18 abr (Reuters) - El Ministerio de Comercio de China dijo el jueves que se opone firmemente a que Estados Unidos eleve los aranceles a los productos chinos de acero y aluminio y que tomará todas las medidas necesarias para proteger sus derechos. El presidente de Estados Unidos, Joe Biden, pidió el miércoles un fuerte aumento de los aranceles a los productos metálicos chinos, lo que enfureció a Pekín.
hace 28 minutos",0.5266541
2024-04-18 12:22:47,stock futures are rising amid signs of strength for the u.s. economy,"U.S. stock futures pointed up early Thursday after the Federal Reserve’s Beige Book, a summary of economic conditions in U.S. regions, offered encouraging news about the outlook.  Dow Jones Industrial Average futures added 80 points, or 0.2%.  Futures for the S&P 500 also gained 0.2%, as did those for the Nasdaq 100.",0.9335943
2024-04-18 12:46:54,"alternative data rise: fintech innovation with sean adler, gzi finance","In a new episode of the Disruption Interruption Podcast, host Karla Jo Helms
interviews Sean Adler, a trailblazer in the financial technology sector and
founder and CEO of GZI, an award-winning alternative data platform that
translates scientific innovation into financial technology. They delve into the
evolving landscape of alternative data and its increasing prominence in the
financial markets. The dialogue sheds light on the trajectory of alternative
data from its inception to its potential integration into mainstream financial
practices. 

Alternative Data refers to non-traditional data sets that investors use to guide
investment strategy, examples being credit card transactions, mobile device
data, satellite imagery, social media sentiment, product reviews, weather data,
web traffic, and app usage. The number of alternative-data providers is more
than 20 times larger now than it was 30 years ago — with more than 400 currently
active providers, compared to only 20 in 1990. A survey by the Alternative
Investment Management Association (AIMA) found that 34 percent of hedge fund
managers surveyed said their firms are newly investing in alternative data.1 In
an educational discussion with Karla Jo (KJ) Helms, the host of the Disruption
Interruption podcast, Sean Adler—a versatile leader with a solid background in
international tech startups, biotech, and fintech—offers insights into the
intricate world of alternative data and its burgeoning influence on financial
markets and biotech sectors. “Analyzing the effectiveness of alternative data is
paramount,” Adler emphasizes. “It’s not just about the data itself, but how it’s
interpreted and utilized.” He alludes to the fact that, while alternative data
has gained traction, it is still in the process of being integrated more deeply
into financial operations.

Fintech and Alternative Data

Fintech is a combination of the words “financial technology”—a catch-all term
for technology used to augment, streamline, digitize, or disrupt traditional
financial services.2 It refers to software, algorithms, and applications for
both desktop and mobile.

With an astute focus on fintech’s revolution, Adler and KJ navigate the complex
terrain of alternative data, from satellite imagery to mobile app analytics.
They unpack the challenges of defining this emerging field, emphasizing the
imperative of effective utilization.

Adler sheds light on the significance of alternative data in the financial
services industry and how it presents a paradigm shift in decision-making
processes, drawing from diverse sources such as tweet scores and credit card
data.

Reshaping FinTech through Alternative Data 

With a keen eye on the future, Adler unveils the transformative potential of
alternative data in reshaping the fintech landscape and revolutionizing
traditional investment strategies. In discussing the tokenization of assets to
the emergence of asset-backed cryptocurrencies, he hints at a future where
data-driven innovation reigns supreme and becomes a cornerstone of
decision-making across industries. He discusses the potential applications of
alternative data beyond the financial sector, suggesting its relevance for
enterprise expansion and analysis. He emphasizes the importance of understanding
client needs to tailor data offerings effectively.

Reflecting on the future of his company GZI Finance, he expressed openness to
exploration and collaboration, inviting feedback and engagement from interested
parties with a focus on building mutually beneficial relationships. “We
anticipate alternative data becoming more prevalent in the coming years,” shared
Adler. “Understanding the market needs and designing products accordingly will
be instrumental in this transition.”

About Disruption InterruptionTM: 

Disruption is happening on an unprecedented scale, impacting all manner of
industries— MedTech, Finance, IT, eCommerce, shipping, and logistics, and
more—and COVID has moved their timelines up a full decade or more. But WHO are
these disruptors and when did they say, “THAT’S IT! I’VE HAD IT!”? Time to
Disrupt and Interrupt with host Karla Jo “KJ” Helms, veteran communications
disruptor. KJ interviews badasses who are disrupting their industries and
altering economic networks that have become antiquated with an establishment
resistant to progress. She delves into uncovering secrets from industry rebels
and quiet revolutionaries that uncover common traits—and not-so-common—that are
changing our economic markets… and lives. Visit the world’s key pioneers that
persist to success, despite arrows in their backs at 
www.disruption-interruption.com.

About Sean Adler:

Sean Adler is a dynamic figure at the intersection of academia and
entrepreneurship. As the Founder and CEO of GZI, an esteemed alternative data
platform, Sean pioneers the translation of scientific innovation into the realm
of financial technology. Through GZI, he empowers users to navigate the evolving
landscape of the ‘next normal’ by harnessing the power of synthetic AI to
provide invaluable alternative data. Beyond his role as CEO of GZI, Sean
actively engages in mentoring aspiring entrepreneurs through programs such as
the NASDAQ Entrepreneurial Center and Founder Institute. His expertise spans a
diverse array of domains, from international tech startups to biotech and
fintech, augmented by his proficiency in data science, statistical programming,
managerial acumen, genomic data analysis, and fluency in Mandarin Chinese.
Sean’s impact reverberates far beyond the confines of GZI, earning him
recognition as one of the Top 10 Most Influential Leaders in Biotechnology for
2021. His remarkable achievements include scaling and successfully selling a
company he founded at the age of 25, a testament to his visionary leadership and
entrepreneurial prowess.

About Karla Jo Helms:
Karla Jo Helms is the Chief Evangelist and Anti-PR® Strategist for JOTO PR
Disruptors. Karla Jo learned firsthand how unforgiving business can be when
millions of dollars are on the line — and how the control of public opinion
often determines whether one company is happily chosen, or another is brutally
rejected. Being an alumnus of crisis management, Karla Jo has worked with
litigation attorneys, private investigators, and the media to help restore
companies of goodwill into the good graces of public opinion — Karla Jo operates
on the ethic of getting it right the first time, not relying on second chances
and doing what it takes to excel. Helms speaks globally on public relations, how
the PR industry itself has lost its way, and how, in the right hands,
corporations can harness the power of Anti-PR to drive markets and impact market
perception.

The post Alternative Data Rise: FinTech Innovation with Sean Adler, GZI Finance 
first appeared on FinTecBuzz.",0.095927045
2024-04-18 13:31:00,update 1-german finance minister rejects brazil’s proposal to tax super-rich," (Adds context and French position in paragraphs 4 to 6) 
BERLIN, April 18 (Reuters) - German Finance Minister Christian Lindner rejected on Thursday Brazil’s proposal to tax the super-rich. 
”We do not think it is suitable,” he said in a panel discussion alongside Bundesbank President Joachim Nagel in Washington DC. ”We have an appropriate taxation of income.” Brazil, heading the presidency of the Group of Twenty (G20), is aiming to build international consensus on the taxation of wealth this year, and is pushing for a joint declaration at a meeting of G20 finance ministers and central bankers in July. 
While Lindner is sceptical about the proposal, his French counterpart Bruno Le Maire, has showed support for it. 
On Wednesday, Le Maire said that moving to tax the rich was the logical next step for a series of global taxation reforms launched in 2017, including agreement on a global corporate minimum tax. 
He said the G20 should aim to reach an agreement on taxing the rich by 2027. (Reporting by Christian Kraemer and Maria Martinez, Editing by Rachel More and Madeline Chambers)",0.26069632
